"CRN","AGE","AIRBAG_PADS","AIRBAG1","AIRBAG2","AIRBAG3","AIRBAG4","CLOTHING_TYPE","DVR_PED_CONDITION","EJECTION_IND","EJECT_PATH_CD","EXTRIC_IND","INJ_SEVERITY","PED_LOCATION","PED_SIGNAL","PERSON_NUM","PERSON_TYPE","RESTRAINT_HELMET","SEAT_POSITION","SEX","TRANSPORTED","UNIT_NUM","DRUG_RESULT_CD1","DRUG_RESULT_CD2","DRUG_RESULT_CD3","DRUG_RESULT_CD4","DVR_LIC_STATE"
2014106756,60,"99","","","",""," ","0","0","0","0","9","  "," ",2,"2","99","03","M","N",2,"","","","","PA"
2014121439,24,"08","02","","",""," ","0","1","0","0","4","  "," ",2,"2","03","03","M","Y",1,"","","","","PA"
2014121439,99,"00","","","",""," ","0","0","0","0","0","  "," ",8,"2","00","15","M"," ",2,"","","","","PA"
2014088092,3,"09","","","",""," ","0","0","0","1","0","  "," ",3,"2","04","06","M","N",2,"","","","","PA"
2014127916,48,"99","","","",""," ","0","0","0","0","4","  "," ",1,"1","99","01","F","Y",1,"","","","","PA"
2015003298,99,"00","","","",""," ","0","1","0","0","0","  "," ",3,"2","01","06","F","N",1,"","","","","PA"
2014113277,51,"99","","","",""," ","0","0","0","0","0","  "," ",5,"1","99","01","M","N",2,"","","","","PA"
2014054552,48,"99","","","",""," ","0","1","0","1","0","  "," ",1,"1","99","01","F"," ",1,"","","","","PA"
2014049762,42,"08","02","","",""," ","0","1","0","3","3","  "," ",2,"2","00","03","F","Y",1,"","","","","PA"
2014117594,30,"00","","","",""," ","0","1","0","1","0","  "," ",1,"1","00","01","F","Y",1,"","","","","PA"
2014096394,99,"00","","","",""," ","0","0","0","0","8","  "," ",2,"2","03","03","F","N",2,"","","","","PA"
2014091466,99,"99","","","",""," ","9","9","9","9","9","  "," ",1,"1","99","01","U"," ",3,"","","","","  "
2014078815,23,"00","","","",""," ","9","0","0","0","4","  "," ",1,"1","01","01","F","N",1,"","","","","PA"
2014091356,24,"00","","","",""," ","0","0","0","0","8","  "," ",2,"2","99","03","F","Y",1,"","","","","PA"
2014089071,54,"00","","","",""," ","0","1","0","1","4","  "," ",2,"2","03","03","F","Y",2,"","","","","PA"
2014131943,40,"09","","","",""," ","0","1","0","1","0","  "," ",2,"1","03","01","F","N",2,"","","","","PA"
2014084467,25,"00","","","",""," ","0","0","0","0","0","  "," ",3,"2","01","03","F","N",2,"","","","","PA"
2014058992,4,"00","","","","","9","0","0","0","0","4","05","3",1,"7","00","00","M","N",2,"","","","","  "
2014113477,14,"08","M","","",""," ","0","0","0","0","4","  "," ",4,"2","03","06","F"," ",2,"","","","","PA"
2014087993,2,"09","","","",""," ","0","0","0","0","0","  "," ",3,"2","04","06","F","N",1,"","","","","PA"
2015006676,99,"99","","","",""," ","9","0","0","0","0","  "," ",1,"1","99","01","M"," ",1,"","","","","  "
2014032464,38,"99","","","",""," ","0","1","0","1","4","  "," ",1,"1","99","01","M","Y",2,"","","","","PA"
